timestamps,open,high,close,low,volume,amount
1993-12-10,10125.3000,10268.2000,10228.1000,10069.5000,159836110,1634819716691.00
1993-12-13,10234.6000,10271.6000,10248.6000,10101.6000,120631960,1236308705256.00
1993-12-14,10223.4000,10223.4000,10021.5000,9992.4000,118160176,1184142203784.00
1993-12-15,10018.7000,10084.2000,9945.3000,9891.7000,97242016,967101021724.80
1993-12-16,9978.7000,10352.9000,10339.7000,9978.7000,135378700,1399775144390.00
1993-12-17,10397.7000,10676.4000,10568.9000,10397.7000,167089740,1765954753086.00
1993-12-20,10575.2000,10824.4000,10814.8000,10482.5000,105224040,1137976947792.00
1993-12-21,10802.8000,10856.9000,10524.3000,10516.7000,95565088,1005755655638.40
1993-12-22,10519.1000,10712.3000,10708.0000,10478.5000,85798528,918730637824.00
1993-12-23,10708.4000,10957.6000,10881.2000,10708.4000,70513488,767271365625.60
1993-12-24,10924.2000,11044.7000,11039.8000,10924.2000,60628656,669328236508.80
1993-12-28,11065.4000,11689.9000,11570.2000,11065.4000,126280336,1461088743587.20
1993-12-29,11586.7000,11641.8000,11449.8000,11415.9000,114586768,1311995576246.40
1993-12-30,11540.5000,11959.1000,11877.5000,11540.5000,131163512,1557894613780.00
1993-12-31,11778.9000,11888.4000,11888.4000,11629.1000,73274040,871111097136.00
1994-01-03,11884.9000,12115.6000,12086.5000,11810.3000,86167616,1041464890784.00
1994-01-04,12093.6000,12599.2000,12201.1000,12093.6000,153433240,1872054304564.00
1994-01-05,12103.0000,12250.7000,12167.9000,12007.9000,145513290,1770591161391.00
1994-01-06,12138.6000,12138.6000,11384.2000,11384.2000,158528750,1804722995750.00
1994-01-07,11181.0000,11186.6000,11001.5000,10611.7000,217124330,2388693316495.00
1994-01-10,11092.1000,11421.8000,11366.9000,11092.1000,143516030,1631332361407.00
1994-01-11,11390.9000,11451.0000,11155.8000,11072.3000,101056480,1127365879584.00
1994-01-12,11139.2000,11139.2000,10712.7000,10593.1000,108110264,1158152825152.80
1994-01-13,10651.1000,10651.1000,10176.5000,10162.2000,154407720,1571330162580.00
1994-01-14,10386.7000,10809.3000,10774.3000,10386.7000,140520800,1514013255440.00
1994-01-17,10807.5000,10917.0000,10792.9000,10712.1000,86473256,933297204682.40
1994-01-18,10773.3000,11218.2000,11017.7000,10773.3000,102835008,1133005267641.60
1994-01-19,11046.6000,11400.4000,11363.8000,11046.6000,114236432,1298159965961.60
1994-01-20,11439.0000,11637.4000,11264.8000,11261.8000,134172032,1511421106073.60
1994-01-21,11216.0000,11470.7000,11459.4000,11129.4000,92439520,1059301435488.00
1994-01-24,11515.6000,11708.6000,11600.1000,11515.6000,115731560,1342497669156.00
1994-01-25,11565.1000,11640.3000,11490.9000,11404.2000,95758800,1100354794920.00
1994-01-26,11385.6000,11385.6000,11239.6000,11150.7000,106568176,1197783670969.60
1994-01-27,11237.5000,11491.5000,11470.4000,11237.5000,90821784,1041762191193.60
1994-01-28,11564.2000,11641.0000,11377.8000,11297.8000,115937120,1319109363936.00
1994-01-31,11394.7000,11547.8000,11487.0000,11364.7000,93783792,1077294418704.00
1994-02-01,11523.5000,11826.9000,11826.9000,11523.5000,126800832,1499660759980.80
1994-02-02,11873.5000,11970.7000,11785.8000,11785.6000,145552780,1715455954524.00
1994-02-03,11805.4000,11947.3000,11851.1000,11804.0000,107752712,1276988165183.20
1994-02-04,11910.8000,12186.8000,12157.6000,11910.8000,127923264,1555239874406.40
1994-02-07,11934.2000,11935.0000,11414.3000,11384.6000,137592200,1570518648460.00
1994-02-08,11455.7000,11504.3000,11454.1000,11163.4000,127126344,1456117856810.40
